PointOfInterest, Latitude,Longitude
locale,34.39028,-117.71667
locale,33.51306,-117.7175
locale,34.08972,-117.7175
locale,33.65944,-117.71944
locale,34.08056,-117.71972
locale,34.10806,-117.72028
locale,34.39361,-117.72028
locale,34.39139,-117.72056
locale,34.57667,-117.72111
locale,34.37639,-117.72139
locale,34.38917,-117.72139
locale,34.38972,-117.72139
locale,34.06167,-117.72167
locale,34.37556,-117.72167
locale,34.39111,-117.72194
locale,34.38889,-117.72222
locale,34.10778,-117.7225
locale,33.485,-117.72278
locale,33.61,-117.72306
locale,34.23694,-117.72556
locale,34.34389,-117.72556
locale,34.38944,-117.72556
locale,34.39444,-117.72667
locale,34.39444,-117.72694
locale,34.39472,-117.72722
locale,33.61306,-117.72833
locale,34.39583,-117.72833
locale,34.10778,-117.72917
locale,34.39472,-117.72917
locale,34.39306,-117.72944
locale,34.39639,-117.73056
locale,36.31222,-117.73083
locale,33.61944,-117.73194
locale,34.00194,-117.7325
locale,34.30556,-117.7325
locale,34.39556,-117.73306
locale,34.10639,-117.73361
locale,34.10778,-117.73472
locale,34.10889,-117.73472
locale,34.38056,-117.73611
locale,34.38083,-117.73639
locale,34.10806,-117.73694
locale,33.94278,-117.7375
locale,34.39806,-117.73778
locale,34.35472,-117.73972
locale,34.29611,-117.74139
locale,34.09389,-117.74472
locale,33.5125,-117.74556
locale,33.66194,-117.74556
locale,34.10611,-117.74639
locale,34.39667,-117.74667
locale,35.42167,-117.74722
locale,33.5125,-117.7475
locale,34.14806,-117.74806
locale,34.43611,-117.74806
locale,34.075,-117.75167
locale,33.50861,-117.75194
locale,35.68861,-117.75722
locale,35.21861,-117.75806
locale,34.08,-117.75972
locale,33.71306,-117.76
locale,34.23556,-117.76361
locale,33.96583,-117.76389
locale,34.08528,-117.76444
locale,33.84222,-117.76528
locale,34.13833,-117.76583
locale,34.40833,-117.76639
locale,34.04472,-117.76667
locale,34.22917,-117.76667
locale,34.22917,-117.7675
locale,34.1675,-117.76778
locale,34.61417,-117.76806
locale,34.22972,-117.76889
locale,33.68972,-117.76944
locale,33.83917,-117.76944
locale,33.68833,-117.77056
locale,33.76389,-117.77139
locale,34.39083,-117.77139
locale,34.09083,-117.77194
locale,33.845,-117.77444
locale,35.72972,-117.775
locale,33.53389,-117.77556
locale,34.38778,-117.77583
locale,34.58778,-117.77583
locale,33.80528,-117.77722
locale,33.84639,-117.77722
locale,34.49306,-117.77722
locale,33.68056,-117.77778
locale,34.92167,-117.77778
locale,34.22944,-117.77861
locale,34.1375,-117.77917
locale,34.1825,-117.77944
locale,34.08222,-117.78056
locale,33.545,-117.78111
locale,34.11194,-117.78139
locale,33.72972,-117.7825
locale,33.70611,-117.78444
locale,33.70639,-117.78694
locale,33.85333,-117.78722
locale,33.67083,-117.78778
locale,33.86306,-117.78861
locale,33.88833,-117.78861
locale,33.88944,-117.78889
locale,34.23222,-117.78944
locale,34.23167,-117.79
locale,33.88972,-117.79111
locale,33.93472,-117.79167
locale,33.54778,-117.7925
locale,33.87667,-117.79333
locale,35.46278,-117.79444
locale,34.1075,-117.795
locale,33.67583,-117.79556
locale,34.12722,-117.79556
locale,35.3925,-117.79639
locale,34.23306,-117.79722
locale,33.695,-117.79778
locale,33.65556,-117.79889
locale,33.67833,-117.8
locale,36.54111,-117.80139
locale,34.12444,-117.80167
locale,33.65917,-117.80222
locale,33.78694,-117.80361
locale,34.23333,-117.80444
locale,34.10611,-117.805
locale,34.23528,-117.80667
locale,33.6825,-117.80722
locale,34.11528,-117.8075
locale,35.9825,-117.8075
locale,34.10639,-117.80778
locale,33.74667,-117.80889
locale,34.00139,-117.80889
locale,34.31167,-117.80917
locale,35.01333,-117.81
locale,33.8875,-117.81056
locale,33.88889,-117.81056
locale,33.78028,-117.81167
locale,33.88806,-117.81167
locale,34.0375,-117.81167
locale,33.88806,-117.81306
locale,34.05861,-117.81389
locale,33.74667,-117.81472
locale,34.10583,-117.81583
locale,33.74472,-117.81639
locale,33.71611,-117.81722
locale,34.10778,-117.81806
locale,33.91222,-117.81917
locale,34.39444,-117.81944
locale,34.12944,-117.81972
locale,33.81556,-117.82056
locale,34.00833,-117.82056
locale,34.2375,-117.82139
locale,33.73889,-117.82361
locale,34.41306,-117.82361
locale,34.27306,-117.82472
locale,33.66389,-117.825
locale,34.1075,-117.82639
locale,35.44806,-117.82667
locale,33.75917,-117.82722
locale,33.8875,-117.82722
locale,34.07361,-117.82778
locale,34.10139,-117.82778
locale,33.88889,-117.82833
locale,33.89889,-117.82861
locale,34.12778,-117.82861
locale,34.3475,-117.82917
locale,34.43139,-117.82944
locale,34.13111,-117.83028
locale,33.64972,-117.83056
locale,33.9,-117.83056
locale,33.89889,-117.83111
locale,34.08361,-117.83111
locale,34.44278,-117.83111
locale,33.66361,-117.83167
locale,33.97833,-117.83306
locale,34.11806,-117.83333
locale,34.32417,-117.83389
locale,34.15556,-117.83417
locale,34.48639,-117.83417
locale,33.68472,-117.83528
locale,34.12417,-117.83583
locale,33.69972,-117.83611
locale,33.83583,-117.83611
locale,33.77806,-117.83667
locale,33.81028,-117.83722
locale,33.82611,-117.8375
locale,34.16722,-117.8375
locale,34.15083,-117.83806
locale,34.29167,-117.83806
locale,34.33278,-117.83806
locale,35.43722,-117.83806
locale,33.97472,-117.83833
locale,34.29056,-117.84
locale,34.30639,-117.84111
locale,34.13528,-117.84222
locale,34.24528,-117.84222
locale,34.28667,-117.8425
locale,34.13944,-117.845
locale,34.2275,-117.84639
locale,34.31667,-117.84667
locale,34.47333,-117.84667
locale,33.9425,-117.84694
locale,34.04778,-117.84722
locale,33.62639,-117.84778
locale,33.68194,-117.84806
locale,34.65,-117.84917
locale,33.58694,-117.85
locale,34.35694,-117.85056
locale,34.44278,-117.85111
locale,33.87778,-117.85139
locale,34.445,-117.85139
locale,34.44528,-117.85139
locale,34.00417,-117.8525
locale,33.99444,-117.85556
locale,34.35583,-117.85917
locale,33.74778,-117.85944
locale,34.25444,-117.86028
locale,34.455,-117.86028
locale,34.455,-117.86028
locale,33.65361,-117.86194
locale,33.88806,-117.86194
locale,34.23889,-117.86222
locale,33.61139,-117.86306
locale,33.88611,-117.86361
locale,33.91028,-117.86389
locale,33.99111,-117.86389
locale,33.74778,-117.86472
locale,34.12972,-117.86472
locale,33.77556,-117.86528
locale,33.77722,-117.86556
locale,34.11611,-117.86556
locale,33.88722,-117.8675
locale,34.22444,-117.86778
locale,33.77639,-117.86944
locale,33.90861,-117.86944
locale,35.44333,-117.86944
locale,33.98583,-117.87
locale,34.24222,-117.87
locale,33.89528,-117.87028
locale,33.91417,-117.87028
locale,33.98722,-117.87083
locale,34.07333,-117.87083
locale,34.08528,-117.87083
locale,34.17667,-117.87111
locale,35.41111,-117.87333
locale,34.41194,-117.87361
locale,34.15167,-117.87417
locale,33.61583,-117.87528
locale,34.35389,-117.87639
locale,33.77861,-117.87694
locale,33.88806,-117.87694
locale,34.46194,-117.87778
locale,34.35417,-117.87806
locale,34.435,-117.87833
locale,35.00972,-117.88028
locale,35.55389,-117.88028
locale,33.60194,-117.88056
locale,33.9125,-117.88056
locale,33.65833,-117.88111
locale,34.12917,-117.88139
locale,35.00667,-117.88139
locale,33.88722,-117.88194
locale,34.25444,-117.8825
locale,33.60361,-117.88333
locale,33.69611,-117.88333
locale,33.91861,-117.88333
locale,33.60694,-117.88444
locale,34.01056,-117.88472
locale,34.07361,-117.88472
locale,34.28306,-117.885
locale,33.66444,-117.88528
locale,34.42028,-117.88528
locale,33.70278,-117.88556
locale,33.83806,-117.88556
locale,33.91528,-117.88556
locale,35.43639,-117.88556
locale,33.78139,-117.88611
locale,33.76167,-117.88639
locale,33.84833,-117.88667
locale,33.87306,-117.88722
locale,34.05694,-117.8875
locale,34.44194,-117.8875
locale,33.69056,-117.88806
locale,33.91167,-117.88806
locale,34.06833,-117.88861
locale,33.69528,-117.89028
locale,33.60972,-117.89056
locale,34.86056,-117.89056
locale,34.12806,-117.89083
locale,33.61139,-117.89111
locale,34.14083,-117.89167
locale,33.78278,-117.89194
locale,33.76611,-117.89222
locale,33.69222,-117.8925
locale,33.80889,-117.89333
locale,33.80861,-117.89361
locale,34.02667,-117.89361
locale,34.50583,-117.89444
locale,34.35111,-117.89722
locale,34.1325,-117.89833
locale,34.14083,-117.89833
locale,33.99694,-117.89861
locale,33.80944,-117.89944
locale,33.59917,-117.9
locale,33.9175,-117.90083
locale,33.98694,-117.90167
locale,35.60167,-117.90194
locale,33.98417,-117.90222
locale,34.11472,-117.90417
locale,34.105,-117.90472
locale,33.87306,-117.905
locale,34.08694,-117.905
locale,33.62861,-117.90528
locale,33.67944,-117.90611
locale,33.70361,-117.90639
locale,34.04833,-117.90639
locale,34.07833,-117.90639
locale,33.91194,-117.90667
locale,33.99556,-117.90694
locale,34.08639,-117.90722
locale,34.08972,-117.90806
locale,33.60528,-117.90889
locale,33.7525,-117.91083
locale,33.63056,-117.9125
locale,34.02944,-117.91333
locale,37.48778,-117.91472
locale,33.63472,-117.91611
locale,33.9325,-117.91611
locale,33.65778,-117.91639
locale,33.77722,-117.91639
locale,33.63417,-117.91722
locale,33.6425,-117.91722
locale,33.81278,-117.9175
locale,36.83889,-117.9175
locale,33.81028,-117.91806
locale,33.77361,-117.91861
locale,33.64083,-117.91917
locale,33.72222,-117.91944
locale,34.34556,-117.91944
locale,34.1475,-117.91972
locale,34.51056,-117.91972
locale,33.67167,-117.92
locale,34.36028,-117.92
locale,33.60806,-117.92028
locale,33.77306,-117.92028
locale,34.43139,-117.92083
locale,34.15694,-117.92111
locale,33.61833,-117.92139
locale,33.99111,-117.92167
locale,35.40028,-117.92167
locale,33.85778,-117.92222
locale,33.86028,-117.92222
locale,34.15778,-117.92333
locale,34.17222,-117.92361
locale,34.83139,-117.92361
locale,33.87306,-117.92389
locale,33.88083,-117.92444
locale,33.98972,-117.92444
locale,33.90417,-117.92472
locale,33.85694,-117.925
locale,35.31389,-117.925
locale,35.41083,-117.92556
locale,33.84778,-117.92583
locale,33.90583,-117.92639
locale,33.99361,-117.92639
locale,33.8925,-117.92778
locale,33.6175,-117.92833
locale,34.02278,-117.92917
locale,34.24111,-117.92917
locale,33.60667,-117.92944
locale,33.66194,-117.93
locale,34.06722,-117.93139
locale,33.99,-117.93194
locale,34.07028,-117.93194
locale,34.34611,-117.93278
locale,33.94028,-117.93333
locale,34.02,-117.93333
locale,34.04583,-117.93333
locale,34.08861,-117.93417
locale,34.05806,-117.93611
locale,33.68056,-117.93694
locale,35.12472,-117.93722
locale,34.12583,-117.9375
locale,34.91111,-117.9375
locale,33.83778,-117.93917
locale,34.09806,-117.94056
locale,34.35028,-117.94139
locale,33.81889,-117.94167
locale,33.80167,-117.94222
locale,34.14083,-117.94306
locale,33.89389,-117.94417
locale,34.05056,-117.94444
locale,33.89222,-117.94528
locale,33.93139,-117.94583
locale,33.96,-117.94583
locale,33.71889,-117.9475
locale,33.72861,-117.94861
locale,34.24083,-117.95056
locale,33.67083,-117.95111
locale,33.70028,-117.95194
locale,34.05194,-117.95278
locale,33.71306,-117.95472
locale,33.69333,-117.95556
locale,33.69444,-117.95556
locale,35.13028,-117.95556
locale,34.07167,-117.95694
locale,34.35278,-117.95694
locale,33.78722,-117.95917
locale,33.81861,-117.95917
locale,33.86028,-117.95972
locale,33.77306,-117.96028
locale,34.00944,-117.96111
locale,34.13806,-117.96111
locale,33.79,-117.96194
locale,33.71528,-117.96306
locale,33.91806,-117.96306
locale,34.02028,-117.96472
locale,33.83694,-117.96667
locale,35.12556,-117.96722
locale,34.76111,-117.96861
locale,33.93278,-117.96889
locale,34.3975,-117.96889
locale,33.68611,-117.96944
locale,34.49278,-117.97083
locale,34.41778,-117.97111
locale,33.65861,-117.97167
locale,34.41833,-117.97167
locale,33.71472,-117.97222
locale,33.93944,-117.9725
locale,33.715,-117.97472
locale,36.04556,-117.97528
locale,34.215,-117.97694
locale,34.34556,-117.97778
locale,33.88972,-117.97861
locale,37.39111,-117.98167
locale,34.13889,-117.98222
locale,33.80778,-117.98278
locale,35.12472,-117.98333
locale,34.34861,-117.98361
locale,35.12639,-117.98361
locale,33.67278,-117.98583
locale,34.36639,-117.98639
locale,33.72528,-117.98722
locale,33.845,-117.98889
locale,33.72028,-117.98917
locale,34.22389,-117.99028
locale,33.96222,-117.99083
locale,33.69278,-117.99111
locale,34.35278,-117.99111
locale,34.35139,-117.99139
locale,33.77556,-117.99306
locale,33.93972,-117.99389
locale,34.8275,-117.99417
locale,33.91806,-117.99444
locale,33.88222,-117.99472
locale,33.94361,-117.995
locale,34.33056,-117.995
locale,33.88667,-117.99528
locale,33.72861,-117.99556
locale,33.73556,-117.99611
locale,36.065,-117.99611
locale,33.84722,-117.99639
locale,37.41194,-117.99639
locale,33.88472,-117.99667
locale,33.9125,-117.99722
locale,33.95417,-117.99722
locale,33.8425,-117.9975
locale,33.73194,-117.99806
locale,34.34861,-117.99861
locale,34.14972,-118.00083
locale,34.32972,-118.00111
locale,34.34944,-118.00222
locale,33.68028,-118.00278
locale,34.34583,-118.00278
locale,33.65472,-118.00361
locale,34.32778,-118.00361
locale,34.06778,-118.00417
locale,34.32667,-118.00444
locale,34.13944,-118.00556
locale,34.29889,-118.00556
locale,33.67278,-118.00583
locale,33.89667,-118.00583
locale,36.37417,-118.00778
locale,33.83306,-118.00861
locale,33.76056,-118.00917
locale,34.3425,-118.00917
locale,33.80222,-118.01083
locale,34.13833,-118.01111
locale,33.74722,-118.01139
locale,34.35556,-118.01139
locale,33.91806,-118.01194
locale,36.26694,-118.01194
locale,35.42778,-118.01222
locale,34.04,-118.01278
locale,34.295,-118.01361
locale,36.6275,-118.01389
locale,33.67611,-118.01472
locale,34.20833,-118.01583
locale,34.32806,-118.01667
locale,34.10139,-118.01694
locale,34.45778,-118.01806
locale,34.06194,-118.01833
locale,34.32389,-118.01833
locale,34.14083,-118.01889
locale,34.19778,-118.01889
locale,34.2,-118.01889
locale,34.47083,-118.02139
locale,34.07028,-118.02167
locale,34.19556,-118.02194
locale,34.47667,-118.02222
locale,34.19639,-118.0225
locale,34.47417,-118.0225
locale,34.47778,-118.02333
locale,34.21806,-118.02361
locale,34.47917,-118.02417
locale,33.72889,-118.025
locale,34.02972,-118.025
locale,34.74361,-118.02528
locale,34.49583,-118.02583
locale,33.815,-118.02861
locale,33.84694,-118.02861
locale,33.78944,-118.02917
locale,33.91583,-118.02944
locale,34.22083,-118.02972
locale,33.96056,-118.03028
locale,33.71833,-118.03111
locale,34.20778,-118.0325
locale,34.27528,-118.0325
locale,34.38278,-118.03306
locale,34.13361,-118.03333
locale,33.93028,-118.03417
locale,34.2225,-118.03444
locale,34.24333,-118.035
locale,33.98111,-118.03694
locale,34.27417,-118.03889
locale,35.665,-118.03972
locale,36.61806,-118.03972
locale,34.38056,-118.04
locale,36.44389,-118.04139
locale,33.8075,-118.04333
locale,33.94,-118.04389
locale,33.97861,-118.04528
locale,33.8325,-118.04583
locale,34.16444,-118.04611
locale,34.17028,-118.04639
locale,33.86,-118.04694
locale,34.24528,-118.04778
locale,33.80667,-118.04861
locale,33.94056,-118.04861
locale,34.24611,-118.04861
locale,34.34889,-118.04972
locale,35.68472,-118.05028
locale,33.71694,-118.05056
locale,33.98194,-118.05056
locale,34.13472,-118.05056
locale,33.705,-118.05139
locale,34.19889,-118.05306
locale,34.60167,-118.05361
locale,33.73056,-118.05389
locale,33.90667,-118.05528
locale,36.57806,-118.05528
locale,36.75361,-118.05528
locale,33.99861,-118.05556
locale,34.22583,-118.05639
locale,36.55917,-118.05639
locale,36.56583,-118.05639
locale,33.8025,-118.05694
locale,33.73694,-118.05722
locale,33.73694,-118.05778
locale,36.81194,-118.05806
locale,33.86889,-118.05861
locale,34.60056,-118.05972
locale,33.91194,-118.06
locale,33.71278,-118.06056
locale,36.57861,-118.06111
locale,33.83222,-118.06333
locale,34.24833,-118.06389
locale,33.88833,-118.06444
locale,34.1325,-118.06528
locale,33.77639,-118.06611
locale,34.99306,-118.06667
locale,34.02917,-118.06806
locale,34.15111,-118.06889
locale,34.07417,-118.06972
locale,36.6,-118.07111
locale,34.15111,-118.07167
locale,34.25306,-118.07194
locale,34.25333,-118.07194
locale,34.43444,-118.07194
locale,33.97333,-118.07222
locale,34.11472,-118.07222
locale,34.25417,-118.07222
locale,33.78278,-118.07306
locale,34.10417,-118.07333
locale,35.62194,-118.07333
locale,33.91861,-118.07361
locale,34.395,-118.07361
locale,36.59306,-118.07389
locale,34.08167,-118.07556
locale,33.95972,-118.07583
locale,34.04861,-118.07583
locale,33.76111,-118.07806
locale,34.32333,-118.07833
locale,34.16583,-118.07861
locale,34.39,-118.07944
locale,34.18194,-118.08028
locale,33.85778,-118.08056
locale,33.87417,-118.08056
locale,33.76639,-118.08083
locale,34.39083,-118.08111
locale,33.86528,-118.08194
locale,33.88694,-118.0825
locale,33.90417,-118.08278
locale,34.20778,-118.08278
locale,33.91333,-118.08333
locale,34.03556,-118.08333
locale,35.23444,-118.08361
locale,34.00194,-118.08639
locale,34.16167,-118.08639
locale,34.1925,-118.08694
locale,34.95417,-118.08722
locale,33.9475,-118.0875
locale,34.06333,-118.09028
locale,34.41556,-118.09056
locale,33.8575,-118.09083
locale,34.06222,-118.09083
locale,33.80306,-118.09278
locale,33.8625,-118.09333
locale,33.72861,-118.09417
locale,33.86639,-118.09444
locale,34.03333,-118.09444
locale,34.255,-118.09444
locale,34.11083,-118.09528
locale,34.00472,-118.09639
locale,33.73583,-118.09917
locale,35.45278,-118.09917
locale,33.74417,-118.09972
locale,37.43139,-118.1
locale,33.73139,-118.10056
locale,33.86222,-118.10056
locale,33.83111,-118.10278
locale,34.25778,-118.10444
locale,33.88083,-118.10528
locale,34.48667,-118.10528
locale,34.01917,-118.10583
locale,33.77667,-118.10611
locale,33.73694,-118.10694
locale,33.75694,-118.1075
locale,34.01167,-118.1075
locale,37.50444,-118.10778
locale,34.30639,-118.10889
locale,34.22639,-118.10944
locale,34.34222,-118.10944
locale,34.22639,-118.10972
locale,33.75278,-118.11028
locale,36.59528,-118.11056
locale,34.08722,-118.11111
locale,34.30944,-118.11111
locale,34.68889,-118.11111
locale,33.77083,-118.11139
locale,34.3,-118.11167
locale,34.48278,-118.1125
locale,33.75306,-118.11278
locale,35.71611,-118.11278
locale,33.74694,-118.11389
locale,33.83417,-118.11472
locale,34.07778,-118.115
locale,33.76028,-118.11528
locale,33.74583,-118.11611
locale,33.90139,-118.11639
locale,33.85944,-118.11694
locale,34.1825,-118.1175
locale,34.79306,-118.11778
locale,33.84306,-118.11861
locale,33.93528,-118.11861
locale,34.33083,-118.11944
locale,34.21028,-118.11972
locale,34.185,-118.12111
locale,37.14194,-118.12139
locale,34.03111,-118.12194
locale,34.32917,-118.12222
locale,34.42111,-118.1225
locale,34.42361,-118.12306
locale,34.62611,-118.12417
locale,36.565,-118.12528
locale,34.095,-118.12556
locale,34.80389,-118.12611
locale,34.11944,-118.12639
locale,34.32722,-118.12639
locale,33.77694,-118.12972
locale,36.05278,-118.13028
locale,34.16806,-118.13194
locale,34.05778,-118.1325
locale,34.21667,-118.1325
locale,34.06306,-118.13278
locale,33.84917,-118.13333
locale,34.03028,-118.13361
locale,34.07833,-118.13417
locale,34.31306,-118.13444
locale,34.31694,-118.13639
locale,34.51056,-118.13639
locale,33.81861,-118.13694
locale,33.89444,-118.13944
locale,33.89472,-118.13944
locale,34.06583,-118.13944
locale,34.24472,-118.13944
locale,33.85056,-118.13972
locale,34.21111,-118.13972
locale,34.38556,-118.14056
locale,34.60611,-118.14056
locale,34.48806,-118.14083
locale,33.78972,-118.14139
locale,34.26611,-118.14139
locale,33.84861,-118.14222
locale,34.14528,-118.1425
locale,34.3075,-118.14306
locale,34.03806,-118.14333
locale,34.26611,-118.14361
locale,33.95361,-118.14417
locale,37.27917,-118.14417
locale,36.46417,-118.14444
locale,34.26889,-118.14472
locale,34.08111,-118.145
locale,37.27583,-118.14528
locale,34.2175,-118.14556
locale,34.26667,-118.14583
locale,37.27972,-118.14611
locale,34.21472,-118.14667
locale,37.27389,-118.14722
locale,33.75667,-118.1475
locale,33.8375,-118.14778
locale,34.67444,-118.14889
locale,33.87583,-118.15
locale,33.87778,-118.15
locale,34.38,-118.15083
locale,34.76472,-118.15278
locale,36.72639,-118.15278
locale,34.27056,-118.15333
locale,33.83333,-118.15361
locale,34.25889,-118.15361
locale,34.775,-118.15361
locale,33.95583,-118.15417
locale,34.45972,-118.15528
locale,37.28611,-118.15528
locale,37.53306,-118.15583
locale,34.6775,-118.15694
locale,34.30556,-118.15806
locale,33.84639,-118.15833
locale,34.03444,-118.15861
locale,33.90361,-118.15944
locale,34.27389,-118.15972
locale,33.93611,-118.16
locale,34.05833,-118.16111
locale,33.9375,-118.16139
locale,34.49083,-118.16167
locale,33.94944,-118.1625
locale,34.52583,-118.16278
locale,33.96833,-118.16444
locale,34.20833,-118.16528
locale,35.73028,-118.16528
locale,34.68833,-118.16583
locale,36.27556,-118.16694
locale,34.05278,-118.16861
locale,34.115,-118.16889
locale,34.16972,-118.16944
locale,37.50111,-118.16972
locale,37.49917,-118.17028
locale,37.49944,-118.17056
locale,34.69333,-118.17083
locale,34.27694,-118.17111
locale,34.48556,-118.17139
locale,37.49917,-118.1725
locale,34.14389,-118.17306
locale,33.88028,-118.17389
locale,34.19583,-118.175
locale,36.48222,-118.175
locale,34.14583,-118.17611
locale,34.22972,-118.17611
locale,33.96972,-118.17639
locale,37.38528,-118.17694
locale,34.77917,-118.17722
locale,34.22306,-118.1775
locale,34.22583,-118.17917
locale,37.31472,-118.17917
locale,34.42861,-118.18083
locale,34.5775,-118.18167
locale,34.66111,-118.18167
locale,34.4225,-118.18194
locale,33.95528,-118.18306
locale,34.375,-118.18306
locale,33.83861,-118.18361
locale,34.37194,-118.18361
locale,36.5975,-118.18361
locale,33.89444,-118.18417
locale,34.23417,-118.18417
locale,33.76028,-118.18472
locale,33.98667,-118.18528
locale,34.36833,-118.18583
locale,33.97722,-118.18667
locale,37.35417,-118.18667
locale,34.21472,-118.18694
locale,34.53056,-118.1875
locale,34.38028,-118.18861
locale,34.62972,-118.18861
locale,33.75278,-118.18889
locale,37.33333,-118.18889
locale,33.74306,-118.18917
locale,33.76028,-118.19
locale,33.77167,-118.19028
locale,33.75194,-118.19056
locale,34.48139,-118.19083
locale,34.06778,-118.19111
locale,33.765,-118.19139
locale,34.20167,-118.19167
locale,36.21528,-118.19167
locale,37.24389,-118.19167
locale,35.03,-118.1925
locale,33.83917,-118.19306
locale,33.96389,-118.19361
locale,35.09917,-118.19417
locale,36.96028,-118.19667
locale,33.94361,-118.19722
locale,34.45,-118.19722
locale,36.21389,-118.19722
locale,37.5275,-118.19722
locale,34.42861,-118.19778
locale,37.52694,-118.19806
locale,33.76306,-118.19861
locale,34.43028,-118.19917
locale,34.17194,-118.20111
locale,33.74861,-118.20167
locale,34.17083,-118.2025
locale,34.00556,-118.20278
locale,34.27889,-118.20306
locale,33.93472,-118.20389
locale,34.015,-118.20528
locale,36.79778,-118.20611
locale,37.18556,-118.20611
locale,34.43972,-118.21111
locale,33.76,-118.21167
locale,33.74806,-118.21306
locale,33.7675,-118.21472
locale,33.77194,-118.21472
locale,34.13556,-118.215
locale,34.475,-118.215
locale,34.13889,-118.21583
locale,36.82,-118.21583
locale,33.86694,-118.21667
locale,35.38111,-118.2175
locale,36.05889,-118.2175
locale,34.35278,-118.21806
locale,34.35278,-118.21806
locale,34.28222,-118.22
locale,33.75611,-118.22083
locale,33.77222,-118.22139
locale,33.89528,-118.22222
locale,34.28528,-118.22222
locale,34.70333,-118.22222
locale,33.92333,-118.22306
locale,34.06417,-118.22306
locale,34.69972,-118.22306
locale,33.96444,-118.22333
locale,33.98833,-118.22361
locale,34.14139,-118.22417
locale,33.75472,-118.22556
locale,34.28667,-118.22583
locale,34.28667,-118.22667
locale,34.28778,-118.22667
locale,33.77028,-118.22694
locale,37.59417,-118.22694
locale,33.75389,-118.2275
locale,34.33444,-118.22778
locale,34.33444,-118.22778
locale,37.55583,-118.22889
locale,33.76556,-118.22917
locale,33.75333,-118.22972
locale,36.58889,-118.22972
locale,37.01528,-118.23056
locale,36.93,-118.23111
locale,34.43444,-118.23194
locale,33.75389,-118.2325
locale,34.70222,-118.2325
locale,34.19361,-118.23278
locale,37.12556,-118.23333
locale,33.75194,-118.23472
locale,34.05667,-118.23472
locale,36.30944,-118.235
locale,34.22306,-118.23528
locale,34.76889,-118.23528
locale,36.99833,-118.23556
locale,34.825,-118.23583
locale,36.06778,-118.23583
locale,33.76556,-118.23611
locale,37.58389,-118.23639
locale,33.75222,-118.23667
locale,33.92722,-118.2375
locale,34.67667,-118.23778
locale,34.09889,-118.23806
locale,34.10944,-118.23833
locale,36.05917,-118.23833
locale,34.03472,-118.23972
locale,34.59306,-118.23972
locale,33.93889,-118.24056
locale,36.58611,-118.24056
locale,33.74917,-118.24111
locale,35.69528,-118.24111
locale,34.29611,-118.24167
locale,34.33111,-118.24194
locale,37.145,-118.24306
locale,34.05833,-118.24361
locale,36.83139,-118.24361
locale,33.75083,-118.24389
locale,33.76417,-118.24389
locale,33.75056,-118.24417
locale,34.14861,-118.24611
locale,34.52194,-118.24667
locale,34.05056,-118.24833
locale,36.75556,-118.24861
locale,34.04139,-118.24889
locale,34.29917,-118.24917
locale,34.05222,-118.24944
locale,36.91111,-118.24972
locale,33.70833,-118.25083
locale,34.38833,-118.25111
locale,35.3425,-118.25111
locale,34.38806,-118.25222
locale,36.01972,-118.25278
locale,34.43833,-118.25306
locale,34.63861,-118.25417
locale,34.14444,-118.255
locale,36.91722,-118.25611
locale,36.9175,-118.25667
locale,37.09556,-118.25667
locale,34.06111,-118.25861
locale,34.60639,-118.25889
locale,34.86889,-118.25944
locale,33.84361,-118.26028
locale,34.87528,-118.26028
locale,33.74444,-118.26083
locale,33.77389,-118.26111
locale,33.73222,-118.26194
locale,36.095,-118.26222
locale,34.30222,-118.2625
locale,36.09472,-118.26361
locale,34.87389,-118.26417
locale,33.79139,-118.26444
locale,36.37889,-118.265
locale,34.36972,-118.26556
locale,33.72222,-118.26583
locale,34.44028,-118.26778
locale,33.72722,-118.26806
locale,36.20167,-118.26806
locale,34.545,-118.26833
locale,34.39278,-118.26917
locale,33.85333,-118.26944
locale,34.43833,-118.26972
locale,33.75444,-118.27083
locale,36.8125,-118.27111
locale,34.23472,-118.2725
locale,34.42222,-118.2725
locale,34.06083,-118.27278
locale,34.29917,-118.27306
locale,36.84278,-118.27306
locale,36.98583,-118.27333
locale,33.75028,-118.27361
locale,33.70722,-118.27417
locale,34.43778,-118.27583
locale,33.73278,-118.27667
locale,34.13306,-118.27694
locale,33.84833,-118.27722
locale,37.35028,-118.27722
locale,33.74278,-118.27917
locale,33.72139,-118.28
locale,34.13528,-118.28028
locale,35.56611,-118.28083
locale,33.72472,-118.28111
locale,34.29778,-118.28111
locale,36.93861,-118.28194
locale,33.96861,-118.28222
locale,34.03222,-118.28222
locale,34.13972,-118.28222
locale,34.1325,-118.28278
locale,35.305,-118.28278
locale,37.23333,-118.28278
locale,34.09778,-118.28361
locale,34.02556,-118.28389
locale,34.29306,-118.28417
locale,37.15944,-118.285
locale,34.01389,-118.28667
locale,34.43667,-118.28667
locale,36.30889,-118.28694
locale,34.28972,-118.28722
locale,33.8425,-118.2875
locale,36.36667,-118.28778
locale,36.78167,-118.28833
locale,33.78611,-118.28861
locale,34.11917,-118.29056
locale,35.26472,-118.29139
locale,34.09972,-118.29194
locale,36.12556,-118.29222
locale,34.43889,-118.2925
locale,33.70528,-118.29278
locale,34.54722,-118.29278
locale,33.7625,-118.29306
locale,33.73278,-118.295
locale,34.19306,-118.29583
locale,34.06389,-118.29639
